,job_title,company_name,location,salary,job_desc
8,SAS Consultant - Boutique Agency,Michael Page,Canberra ACT,,"Contact Madeleine Silvester at [email protected].
Long term contract opportunity to work in a leading government agency.
Manage and improve ETL loading times."
9,Senior Consultant - Detection and Intelligence Engineer,Terra Schwartz,Canberra ACT,,"Demonstrated experience in detection and intelligence gathering.
We understand that business is all about people.
Must be an Australian Citizen."
2,Data Visualisation Analyst,Michael Page,Canberra ACT,,"Work with a wide range of stakeholders and functional teams to discover solutions and improve business outcomes.
As a Data Visualisation Analyst you will have;"
3,Research and Insights Coordinator,ManpowerGroup Australia,Canberra ACT,,"Coordinating informative and engaging communications from the S&I team to the broader business.
The Research and Insights Coordinator (RIC) is responsible for…"
4,Data Analyst,MTP Services,Canberra ACT,,"A proven track record in business intelligence, business analysis and data architecture, influencing BI projects and working with other team members across the…"
5,"Solution Architect Manager, Federal - Public Sector",AWS Australia Pty Ltd,Canberra ACT,,"We offer opportunities to help sharpen your skills in addition to hands-on experience in the global, fast-changing business world.
It is always Day One."
6,Head of Partner Solution Architecture - Australian Public Sector,AWS Australia Pty Ltd,Canberra ACT,,"BS level degree required, computer science, business or math background preferred.
Exhibit the attributes of learn and be curious by demonstrating the ability…"
7,BA with strong Power BI,HorizonOne Recruitment,Canberra ACT,$53 - $63 an hour,"Writing clear functional and technical specifications which will assist business areas transition.
You will bring your skills and experience in transitioning…"
8,Data Modellers,Paxus,Canberra ACT,,"Knowledge of business intelligence solutions and data warehouse development.
Develop data management design artefacts, including developing mapping documents…"
9,ETL Developer,Compas PTY,Canberra ACT,,"Exposure to business and the technologies that support the business.
Clear verbal and written communication skills Knowledge of business intelligence solutions…"
10,Data Analyst,Talent International,Canberra ACT,$50 an hour,"Supporting the development and implementation of the business intelligence reporting platform.
Maximum $50 per hour."
11,ETL/BI Developer,face2face Recruitment,Canberra ACT,,"Be able to rapidly get an understanding of the business needs of Venture Capital programs.
Determine requirements for, and build Power BI reports for the…"
2,Data Analyst/Developer,Peoplebank,Canberra ACT,,"Experience with data visualization and business intelligence software (e.g. Power BI).
Our Federal Government Client is seeking Data Analyst/Developer for a…"
3,Data Modeller,Peoplebank,Canberra ACT,,"Knowledge of business intelligence solutions and data warehouse development.
Develop data management design artifacts, including developing mapping documents…"
4,Commercial Lawyer - Senior Associate,Maddocks,Canberra ACT,,"High level of emotional intelligence.
We are a proudly independent Australian law firm that works closely with corporations, businesses and governments…"
5,Power BI specialist,IT Alliance Australia,Canberra ACT,,"Contribute to the identification and implementation of business and systems improvement initiatives.
The contractor will need have some experience in working in…"
6,"Project Manager - Risk, Change Control, Data Security & Privacy",IBM,Forrest ACT,,"As an experienced Project Manager at IBM Global Business Services, you will deliver innovative business solutions through business consulting ranging from…"
7,BI Administrator – SQL Server,IT Alliance Australia,Canberra ACT,,"The Department requires a BI Administrator-SQL Server to work within a small, highly skilled team of data analysts to provide services under the direction of…"
8,Data Modeller,Talent International,Canberra ACT,,"Knowledge of business intelligence solutions and data warehouse development.
The Data Modeller is responsible for producing data models such as landing data…"
9,Data Modeller,Aurec Human Capital Group,Canberra ACT,,"Knowledge of business intelligence solutions and data warehouse development.
Develop data management design artifacts, including developing mapping documents…"
10,Data Warehouse Modeller,Aurec Human Capital Group,Canberra ACT,,"Knowledge of business intelligence solutions and data warehouse development.
Develop data management design artifacts, including developing mapping documents…"
11,Enterprise Data Warehouse Specialist,IT Alliance Australia,Canberra ACT,,Excellent interpersonal skills with the ability to develop strong client relationships and translate business requirements to technology solutions.
2,Data Modeller,Aurec,Canberra ACT,,"Knowledge of business intelligence solutions and data warehouse development.
Develop data management design artifacts, including developing mapping documents…"
3,ETL Developer,Aurec Human Capital Group,Canberra ACT,,"Experience with data visualization and business intelligence software (e.g. Power BI).
Collaboration and communication with third party vendors, analysts,…"
4,Data Modeller / Data Warehouse Developer,Peoplebank,Canberra ACT,,"Knowledge of business intelligence solutions and data warehouse development.
Develop data management design artifacts, including developing mapping documents…"
5,Data Modeller,Ignite Specialist Recruitment Services,Canberra ACT,$90 - $130 an hour,"Knowledge of business intelligence solutions and data warehouse development.
Develop data management design artifacts, including developing mapping documents…"
6,Data/System Analyst Modellers,IT Alliance Australia,Canberra ACT,,"Validate business data objects for accuracy and completeness.
Experience in programming using SQL coding language for analyzing vast amounts of data which enter…"
8,Data Warehouse Modeller,Aurec,Canberra ACT,,"Knowledge of business intelligence solutions and data warehouse development.
Develop data management design artifacts, including developing mapping documents…"
9,Executive Branch Manager - Design and Place,Bespoke Career Management,Canberra ACT,"$200,000 - $260,000 a year","Develop and maintain strong client relationships; seek business development opportunities, gather market intelligence and drive action on new opportunities."
11,Enterprise Architect - Big Data,Michael Page,Canberra ACT,,"Project exposure to parallel computation platforms, processing of large amounts of unstructured information, business intelligence and reporting systems,…"
2,Principal Consultant - AI and Analytics,Paxus,Canberra ACT,"$175,000 - $190,000 a year","Demonstrates excellent communication presentation skills, engaging clients at a business level.
Has knowledge of modeling methods and business analytics i.e.…"
4,BI / ETL Developer - Digital consultancy,Michael Page,Canberra ACT,,"Engage with the business on a daily basis.
Contact Madeleine Silvester at [email protected].
Great opportunity to work in a leading digital consultancy."
9,Enterprise Architect,Peoplebank,Canberra ACT,,Our Educational Client is seeking an Enterprise Architect for a long term non-ongoing opportunity with extension options in Canberra.
10,Senior Project Manager,HiTech Personnel,Canberra ACT,,"Initial Contract until 30 June 2020 + 2 x 12 Month Extensions!
One of Australia’s most reputable Federal Government Departments is looking to engage an…"
